Class,cg-na,cg-npm,Pattern Name,count
io.questdb.FactoryProviderFactoryImpl,1,1,Factory Method,1
io.questdb.FactoryProvider,0,5,Factory Method,1
io.questdb.std.LongVec,0,4,Factory Method,1
io.questdb.std.IOURing,0,8,Factory Method,1
io.questdb.cutlass.auth.AuthenticatorFactory,0,0,Factory Method,1
io.questdb.cutlass.auth.DefaultAuthenticatorFactory,1,1,Factory Method,1
io.questdb.cutlass.auth.EllipticCurveAuthenticatorFactory,2,1,Factory Method,1
io.questdb.cutlass.http.HttpRequestProcessorFactory,0,1,Factory Method,1
io.questdb.cutlass.Services,0,4,Factory Method,1
io.questdb.cutlass.http.HttpRequestProcessorSelector,0,1,Factory Method,1
io.questdb.cutlass.http.DefaultHttpServerConfiguration,5,11,Factory Method,1
io.questdb.cutlass.http.WaitProcessorConfiguration,0,5,Factory Method,1
io.questdb.cairo.sql.AnalyticSPI,0,1,Factory Method,1
io.questdb.cairo.SymbolMapReader,0,4,Factory Method,1
io.questdb.cairo.sql.StaticSymbolTable,0,2,Factory Method,1
io.questdb.cairo.wal.MetadataService,0,16,Factory Method,1
io.questdb.cairo.wal.seq.MetadataServiceStub,0,12,Factory Method,1
io.questdb.cairo.UpdateOperator,0,1,Factory Method,1
io.questdb.network.PeerDisconnectedException,1,0,Singleton,1
io.questdb.network.PeerIsSlowToWriteException,1,0,Singleton,1
io.questdb.network.NoSpaceLeftInResponseBufferException,1,0,Singleton,1
io.questdb.network.EpollFacadeImpl,1,8,Singleton,1
io.questdb.network.ServerDisconnectException,1,0,Singleton,1
io.questdb.network.PeerIsSlowToReadException,1,0,Singleton,1
io.questdb.NullIndexFrameCursor,1,1,Singleton,1
io.questdb.std.NumericException,1,0,Singleton,1
io.questdb.std.StationaryMillisClock,1,1,Singleton,1
io.questdb.std.str.StdoutSink,6,4,Singleton,1
io.questdb.std.datetime.TimeZoneRuleFactory,5,2,Singleton,1
io.questdb.std.datetime.DateLocaleFactory,5,2,Singleton,1
io.questdb.std.ex.BytecodeException,1,0,Singleton,1
io.questdb.std.ex.ZLibException,1,0,Singleton,1
io.questdb.cutlass.line.LineProtoMicroTimestampAdapter,1,2,Singleton,1
io.questdb.cutlass.line.LineProtoHourTimestampAdapter,1,2,Singleton,1
io.questdb.cutlass.line.LineProtoNanoTimestampAdapter,1,2,Singleton,1
io.questdb.cutlass.line.LineProtoException,1,0,Singleton,1
io.questdb.cutlass.line.LineProtoSecondTimestampAdapter,1,2,Singleton,1
io.questdb.cutlass.line.udp.Utf8RepairContinue,1,0,Singleton,1
io.questdb.cutlass.line.LineProtoMinuteTimestampAdapter,1,2,Singleton,1
io.questdb.cutlass.line.LineProtoMilliTimestampAdapter,1,2,Singleton,1
io.questdb.cutlass.auth.AnonymousAuthenticator,1,6,Singleton,1
io.questdb.cutlass.auth.AuthenticatorException,1,0,Singleton,1
io.questdb.cutlass.text.Utf8Exception,1,0,Singleton,1
io.questdb.cutlass.text.types.IntAdapter,1,4,Singleton,1
io.questdb.cutlass.text.types.BooleanAdapter,1,3,Singleton,1
io.questdb.cutlass.text.types.ShortAdapter,1,3,Singleton,1
io.questdb.cutlass.text.types.DoubleAdapter,1,3,Singleton,1
io.questdb.cutlass.text.types.FloatAdapter,1,3,Singleton,1
io.questdb.cutlass.text.types.BadDateAdapter,1,3,Singleton,1
io.questdb.cutlass.text.types.ByteAdapter,1,3,Singleton,1
io.questdb.cutlass.text.types.UuidAdapter,1,3,Singleton,1
io.questdb.cutlass.text.types.BadTimestampAdapter,1,4,Singleton,1
io.questdb.cutlass.text.types.CharAdapter,1,3,Singleton,1
io.questdb.cutlass.text.types.LongAdapter,1,5,Singleton,1
io.questdb.cutlass.text.types.Long256Adapter,2,3,Singleton,1
io.questdb.cutlass.http.ex.TooFewBytesReceivedException,1,0,Singleton,1
io.questdb.cutlass.http.ex.BufferOverflowException,1,0,Singleton,1
io.questdb.cutlass.http.ex.RetryFailedOperationException,1,0,Singleton,1
io.questdb.cutlass.http.ex.RetryOperationException,1,0,Singleton,1
io.questdb.cutlass.pgwire.AuthenticationException,1,0,Singleton,1
io.questdb.cutlass.pgwire.BadProtocolException,1,0,Singleton,1
io.questdb.mp.AlertedException,1,0,Singleton,1
io.questdb.mp.NullWaitStrategy,1,4,Singleton,1
io.questdb.mp.TimeoutException,1,0,Singleton,1
io.questdb.BuildInformationHolder,6,7,Singleton,1
io.questdb.DefaultFactoryProvider,1,5,Singleton,1
io.questdb.cairo.sql.WriterOutOfDateException,1,0,Singleton,1
io.questdb.cairo.sql.InvalidColumnException,1,0,Singleton,1
io.questdb.cairo.pool.ex.PoolClosedException,1,0,Singleton,1
io.questdb.cairo.security.AllowAllSecurityContextFactory,1,1,Singleton,1
io.questdb.cairo.security.AllowAllSecurityContext,1,0,Singleton,1
io.questdb.cairo.security.ReadOnlySecurityContext,1,33,Singleton,1
io.questdb.cairo.security.DenyAllSecurityContext,1,2,Singleton,1
io.questdb.cairo.DefaultLifecycleManager,1,1,Singleton,1
io.questdb.cairo.vm.NullMemoryMR,1,33,Singleton,1
io.questdb.cairo.vm.api.NullMemory,1,68,Singleton,1
io.questdb.cairo.AlterTableContextException,1,0,Singleton,1
io.questdb.cairo.wal.BasicWalInitializerFactory,1,1,Singleton,1
io.questdb.cairo.wal.BasicWalInitializer,1,1,Singleton,1
io.questdb.log.NullLogRecord,1,23,Singleton,1
io.questdb.griffin.EmptyRecordMetadata,1,1,Singleton,1
io.questdb.griffin.AnyRecordMetadata,1,2,Singleton,1
io.questdb.griffin.engine.EmptyTableRecordCursor,2,7,Singleton,1
io.questdb.griffin.engine.EmptyTableNoSizeRecordCursor,2,6,Singleton,1
io.questdb.griffin.engine.table.NoMoreFramesException,1,0,Singleton,1
io.questdb.griffin.engine.functions.constants.LongTypeConstant,1,1,Singleton,1
io.questdb.griffin.engine.functions.constants.DoubleTypeConstant,1,1,Singleton,1
io.questdb.griffin.engine.functions.constants.Long128Constant,3,3,Singleton,1
io.questdb.griffin.engine.functions.constants.ByteConstant,2,3,Singleton,1
io.questdb.griffin.engine.functions.constants.GeoLongConstant,2,2,Singleton,1
io.questdb.griffin.engine.functions.constants.CharTypeConstant,1,1,Singleton,1
io.questdb.griffin.engine.functions.constants.FloatTypeConstant,1,1,Singleton,1
io.questdb.griffin.engine.functions.constants.ShortTypeConstant,1,1,Singleton,1
io.questdb.griffin.engine.functions.constants.GeoShortConstant,2,2,Singleton,1
io.questdb.griffin.engine.functions.constants.IntConstant,2,3,Singleton,1
io.questdb.griffin.engine.functions.constants.GeoIntConstant,2,2,Singleton,1
io.questdb.griffin.engine.functions.constants.ShortConstant,2,3,Singleton,1
io.questdb.griffin.engine.functions.constants.TimestampTypeConstant,1,1,Singleton,1
io.questdb.griffin.engine.functions.constants.ByteTypeConstant,1,1,Singleton,1
io.questdb.griffin.engine.functions.constants.RegProcedureTypeConstant,1,1,Singleton,1
io.questdb.griffin.engine.functions.constants.DateTypeConstant,1,1,Singleton,1
io.questdb.griffin.engine.functions.constants.Long256NullConstant,1,2,Singleton,1
io.questdb.griffin.engine.functions.constants.StringArrayTypeConstant,1,1,Singleton,1
io.questdb.griffin.engine.functions.constants.BooleanTypeConstant,1,1,Singleton,1
io.questdb.griffin.engine.functions.constants.StrTypeConstant,1,4,Singleton,1
io.questdb.griffin.engine.functions.constants.IntTypeConstant,1,1,Singleton,1
io.questdb.griffin.engine.functions.constants.Long256TypeConstant,1,3,Singleton,1
io.questdb.griffin.engine.functions.constants.TimestampConstant,2,3,Singleton,1
io.questdb.griffin.engine.functions.constants.NullConstant,2,39,Singleton,1
io.questdb.griffin.engine.functions.constants.DoubleConstant,2,3,Singleton,1
io.questdb.griffin.engine.functions.constants.FloatConstant,2,3,Singleton,1
io.questdb.griffin.engine.functions.constants.DateConstant,2,3,Singleton,1
io.questdb.griffin.engine.functions.constants.CharConstant,2,3,Singleton,1
io.questdb.griffin.engine.functions.constants.RegClassTypeConstant,1,1,Singleton,1
io.questdb.griffin.engine.functions.constants.UuidConstant,3,3,Singleton,1
io.questdb.griffin.engine.functions.constants.UuidTypeConstant,1,2,Singleton,1
io.questdb.griffin.engine.functions.constants.NullBinConstant,1,3,Singleton,1
io.questdb.griffin.engine.functions.constants.GeoByteConstant,2,2,Singleton,1
io.questdb.griffin.engine.functions.constants.BinTypeConstant,1,2,Singleton,1
io.questdb.metrics.NullCounter,1,6,Singleton,1
io.questdb.metrics.NullLongGauge,1,6,Singleton,1
io.questdb.cutlass.http.HttpHeaderParser,32,19,(Object)Adapter,1
io.questdb.std.Uuid,7,16,(Object)Adapter,1
io.questdb.griffin.engine.functions.bind.UuidBindVariable,1,2,(Object)Adapter,1
io.questdb.griffin.engine.functions.bind.Long256BindVariable,1,7,(Object)Adapter,1
io.questdb.std.AtomicIntList,4,7,(Object)Adapter,1
io.questdb.cairo.TableWriterMetadata,8,15,(Object)Adapter,1
io.questdb.cutlass.text.CopyContext,5,5,(Object)Adapter,1
io.questdb.cutlass.text.CopyRequestTask,10,12,(Object)Adapter,1
io.questdb.griffin.engine.functions.bind.StrBindVariable,3,17,(Object)Adapter,1
io.questdb.std.ObjHashSet,8,11,(Object)Adapter,1
io.questdb.log.TemplateParser,9,10,(Object)Adapter,1
io.questdb.log.HttpLogRecordSink,8,14,(Object)Adapter,1
io.questdb.cairo.TableReaderRecord,3,33,(Object)Adapter,1
io.questdb.cairo.wal.WalDataRecord,2,33,(Object)Adapter,1
io.questdb.network.IOContextFactoryImpl,2,3,(Object)Adapter,1
io.questdb.griffin.engine.join.LongChain,2,4,(Object)Adapter,1
io.questdb.griffin.engine.functions.rnd.RndStrFunction,4,3,(Object)Adapter,1
io.questdb.std.IntStack,7,9,(Object)Adapter,1
io.questdb.griffin.engine.analytic.AnalyticContextImpl,6,8,(Object)Adapter,1
io.questdb.cairo.wal.WalWriterMetadata,7,13,(Object)Adapter,1
io.questdb.cairo.AbstractFullDataFrameCursor,4,4,(Object)Adapter,1
io.questdb.std.ObjStack,6,8,(Object)Adapter,1
io.questdb.std.IntLongPriorityQueue,3,7,(Object)Adapter,1
io.questdb.griffin.engine.table.LatestByValueIndexedRowCursorFactory,4,3,(Object)Adapter,1
io.questdb.griffin.engine.table.BwdDataFrameRowCursorFactory,1,2,(Object)Adapter,1
io.questdb.griffin.engine.table.DataFrameRowCursorFactory,1,2,(Object)Adapter,1
io.questdb.cairo.wal.seq.SequencerMetadata,8,17,(Object)Adapter,1
io.questdb.mp.MCSequence,0,2,(Object)Adapter,1
io.questdb.mp.MPSequence,1,1,(Object)Adapter,1
io.questdb.cairo.vm.api.MemoryCMARW,0,0,(Object)Adapter,1
io.questdb.std.ByteCharSequenceIntHashMap,11,15,(Object)Adapter,1
io.questdb.cairo.vm.api.MemoryMAR,0,2,(Object)Adapter,1
io.questdb.cairo.frm.file.ContiguousFileColumnPool,1,3,(Object)Adapter,1
io.questdb.cairo.map.CompactMapRecord,6,24,(Object)Adapter,1
io.questdb.griffin.engine.table.SymbolIndexFilteredRowCursorFactory,2,6,(Object)Adapter,1
io.questdb.cairo.wal.WalEventCursor,9,7,(Object)Adapter,1
io.questdb.cairo.wal.SymbolMapDiffImpl,8,4,(Object)Adapter,1
io.questdb.cairo.vm.MemoryFCRImpl,0,3,(Object)Adapter,1
io.questdb.cutlass.line.tcp.StaticPublicKeyRepo,2,0,(Object)Adapter,1
io.questdb.griffin.ExpressionTreeBuilder,3,0,(Object)Adapter,1
io.questdb.griffin.engine.ops.DoneOperationFuture,1,7,(Object)Adapter,1
io.questdb.cairo.wal.seq.EmptyOperationCursor,1,5,(Object)Adapter,1
io.questdb.std.str.DirectCharSequence,3,5,(Object)Adapter,1
io.questdb.cairo.AbstractDataFrameCursorFactory,3,4,(Object)Adapter,1
io.questdb.cairo.ptt.IsoWeekPartitionFormat,0,3,Decorator,1
io.questdb.griffin.engine.table.VirtualFunctionDirectSymbolRecordCursor,0,0,Decorator,1
io.questdb.griffin.engine.groupby.VirtualFunctionSkewedSymbolRecordCursor,1,2,Decorator,1
io.questdb.cairo.DefaultCairoConfiguration,12,182,Decorator,1
io.questdb.griffin.engine.table.FilteredRecordCursorFactory,3,6,Decorator,1
io.questdb.griffin.engine.functions.groupby.LastSymbolGroupByFunction,0,2,Decorator,1
io.questdb.griffin.engine.functions.constants.SymbolConstant,5,9,Decorator,1
io.questdb.griffin.engine.functions.GroupByFunction,0,16,Decorator,1
io.questdb.griffin.engine.functions.groupby.InterpolationGroupByFunction,7,40,Decorator,1
io.questdb.griffin.engine.functions.groupby.CountLongConstGroupByFunction,1,9,Decorator,1
io.questdb.griffin.engine.functions.groupby.AbstractCountGroupByFunction,2,8,Decorator,1
io.questdb.mp.Barrier,0,8,Decorator,1
io.questdb.cairo.TxReader,39,55,State,1
io.questdb.std.Numbers,29,75,State,1
io.questdb.mp.WorkerCleaner,0,1,State,1
io.questdb.griffin.engine.functions.bind.NamedParameterLinkFunction,3,33,State,1
io.questdb.griffin.engine.functions.date.OffsetTimestampFunctionFromOffset,2,2,State,1
io.questdb.griffin.engine.functions.str.TrimFunction,4,4,State,1
io.questdb.griffin.engine.functions.conditional.BinCaseFunction,2,1,State,1
io.questdb.griffin.engine.functions.conditional.BooleanCaseFunction,2,1,State,1
io.questdb.griffin.engine.functions.conditional.ByteCaseFunction,2,1,State,1
io.questdb.griffin.engine.functions.conditional.CharCaseFunction,2,1,State,1
io.questdb.griffin.engine.functions.conditional.DateCaseFunction,2,1,State,1
io.questdb.griffin.engine.functions.conditional.DoubleCaseFunction,2,1,State,1
io.questdb.griffin.engine.functions.conditional.FloatCaseFunction,2,1,State,1
io.questdb.griffin.engine.functions.conditional.GeoByteCaseFunction,2,1,State,1
io.questdb.griffin.engine.functions.conditional.GeoIntCaseFunction,2,1,State,1
io.questdb.griffin.engine.functions.conditional.GeoLongCaseFunction,2,1,State,1
io.questdb.griffin.engine.functions.conditional.GeoShortCaseFunction,2,1,State,1
io.questdb.griffin.engine.functions.conditional.IntCaseFunction,2,1,State,1
io.questdb.griffin.engine.functions.conditional.Long128CaseFunction,2,1,State,1
io.questdb.griffin.engine.functions.conditional.Long256CaseFunction,2,1,State,1
io.questdb.griffin.engine.functions.conditional.LongCaseFunction,2,1,State,1
io.questdb.griffin.engine.functions.conditional.ShortCaseFunction,2,1,State,1
io.questdb.griffin.engine.functions.conditional.StrCaseFunction,2,1,State,1
io.questdb.griffin.engine.functions.conditional.TimestampCaseFunction,2,1,State,1
io.questdb.griffin.engine.functions.conditional.UuidCaseFunction,2,1,State,1
io.questdb.cairo.wal.WalEventReader,4,1,State,1
io.questdb.griffin.FunctionFactoryDescriptor,8,11,State,1
io.questdb.griffin.SqlParser,32,1,State,1
io.questdb.griffin.engine.join.AsOfJoinLightRecordCursorFactory,11,3,State,1
io.questdb.griffin.engine.join.LtJoinLightRecordCursorFactory,11,3,State,1
io.questdb.griffin.engine.join.SpliceJoinLightRecordCursorFactory,22,3,State,1
io.questdb.griffin.engine.functions.GenericRecordCursorFactory,2,2,State,1
io.questdb.griffin.engine.union.ExceptCastRecordCursor,6,5,State,1
io.questdb.griffin.engine.union.ExceptRecordCursor,6,7,State,1
io.questdb.griffin.engine.union.IntersectCastRecordCursor,6,5,State,1
io.questdb.griffin.engine.union.IntersectRecordCursor,6,7,State,1
io.questdb.griffin.engine.union.UnionAllRecordCursor,4,4,State,1
io.questdb.cairo.sql.TableRecordMetadata,0,6,State,1
io.questdb.cutlass.text.types.InputFormatConfiguration,30,11,State,1
io.questdb.cutlass.line.tcp.LineTcpParser,52,12,State,1
io.questdb.cutlass.line.tcp.IOTableUpdateDetailsPool,7,3,State,1
io.questdb.cairo.DebugUtils,1,1,State,1
io.questdb.cairo.O3Utils,1,1,State,1
io.questdb.cairo.TableUtils,82,77,State,1
io.questdb.cairo.mig.EngineMigration,2,0,State,1
io.questdb.cairo.mig.Mig607,6,1,State,1
io.questdb.cairo.mig.Mig609,3,0,State,1
io.questdb.cairo.mig.Mig614,3,0,State,1
io.questdb.cairo.mig.Mig620,31,0,State,1
io.questdb.cairo.mig.Mig702,12,1,State,1
io.questdb.cutlass.text.TextDelimiterScanner,11,1,State,1
io.questdb.std.BytecodeAssembler,49,100,State,1
io.questdb.std.datetime.microtime.TimestampFormatUtils,36,27,State,1
io.questdb.std.datetime.millitime.DateFormatUtils,15,20,State,1
io.questdb.griffin.SqlUtil,6,40,State,1
io.questdb.cutlass.pgwire.PGWireServer,5,2,State,1
io.questdb.griffin.CharacterStore,6,8,State,1
io.questdb.cairo.vm.MemoryCARWImpl,6,14,State,1
io.questdb.cairo.vm.MemoryCMARWImpl,7,20,State,1
io.questdb.cairo.vm.MemoryCMORImpl,3,8,State,1
io.questdb.cairo.vm.MemoryCMRImpl,3,5,State,1
io.questdb.log.LogRecord,0,23,State,1
io.questdb.ServerConfiguration,0,11,State,1
io.questdb.griffin.engine.table.AsyncJitFilteredRecordCursorFactory,12,7,State,1
io.questdb.griffin.engine.table.DeferredSingleSymbolFilterDataFrameRecordCursorFactory,5,4,State,1
io.questdb.std.ReadOnlyObjList,0,6,State,1
io.questdb.cutlass.text.TextConfiguration,0,14,State,1
io.questdb.cutlass.line.udp.LineUdpLexer,17,4,State,1
io.questdb.cutlass.line.udp.LineUdpParser,9,3,State,1
io.questdb.griffin.engine.functions.bind.BinBindVariable,1,4,State,1
io.questdb.std.BinarySequence,0,3,State,1
io.questdb.cairo.TableNameRegistry,1,16,State,1
io.questdb.cutlass.http.HttpContextConfiguration,0,15,State,1
io.questdb.griffin.engine.join.NestedLoopLeftJoinRecordCursorFactory,5,3,State,1
io.questdb.griffin.engine.table.LatestByValueRecordCursor,6,5,State,1
io.questdb.griffin.engine.table.LatestByValuesIndexedRecordCursor,9,5,State,1
io.questdb.cutlass.text.types.DateAdapter,2,5,State,1
io.questdb.cutlass.text.types.DateUtf8Adapter,3,3,State,1
io.questdb.cutlass.text.types.TimestampAdapter,2,3,State,1
io.questdb.cairo.sql.DataFrame,0,4,State,1
io.questdb.tasks.LatestByTask,16,1,State,1
io.questdb.mp.CountDownLatchSPI,0,1,State,1
io.questdb.cutlass.line.tcp.NetworkIOJob,0,6,State,1
io.questdb.cutlass.text.types.OtherToTimestampAdapter,1,5,State,1
io.questdb.cutlass.text.types.TimestampCompatibleAdapter,0,1,State,1
io.questdb.cairo.TableWriterMetrics,5,3,State,1
io.questdb.cutlass.http.processors.JsonQueryMetrics,3,3,State,1
io.questdb.cairo.sql.SqlExecutionCircuitBreakerConfiguration,0,7,State,1
io.questdb.std.SelfReturningObjectFactory,0,1,State,1
io.questdb.cairo.sql.SingleSymbolFilter,0,2,State,1
io.questdb.cutlass.http.processors.PrometheusMetricsProcessor,2,0,State,1
io.questdb.cairo.sql.AsyncWriterCommand,0,12,State,1
io.questdb.std.Unsafe,16,25,State,1
io.questdb.TelemetryConfiguration,0,4,State,1
io.questdb.cairo.vm.api.MemoryMAT,0,4,State,1
io.questdb.griffin.engine.table.DeferredSymbolIndexFilteredRowCursorFactory,4,6,State,1
io.questdb.griffin.engine.table.DeferredSymbolIndexRowCursorFactory,5,6,State,1
io.questdb.std.RostiAllocFacade,0,6,State,1
io.questdb.cairo.sql.RowCursorFactory,0,7,State,1
io.questdb.cairo.vm.MemoryPARWImpl,23,92,State,1
io.questdb.BuildInformation,0,3,State,1
io.questdb.griffin.engine.ops.CopyFactory,14,2,State,1
io.questdb.metrics.HealthMetrics,0,2,State,1
io.questdb.ServerMain,8,10,State,1
io.questdb.cairo.IndexFrameCursor,0,1,State,1
io.questdb.cairo.TableNameRegistryRO,7,6,State,1
io.questdb.cairo.wal.WalInitializer,0,1,State,1
io.questdb.cairo.IntervalBwdDataFrameCursor,1,1,State,1
io.questdb.cutlass.auth.PublicKeyRepo,0,1,State,1
io.questdb.cutlass.line.LineProtoTimestampAdapter,0,2,State,1
io.questdb.network.SelectFacade,0,1,State,1
io.questdb.std.datetime.TimeZoneRules,0,4,State,1
io.questdb.network.IODispatcherConfiguration,2,22,Bridge,1
io.questdb.cairo.sql.DataFrameCursorFactory,3,8,Bridge,1
io.questdb.griffin.engine.groupby.AbstractSampleByCursor,11,1,Bridge,1
io.questdb.network.IOContextFactory,0,2,Bridge,1
io.questdb.cutlass.line.AbstractLineSender,14,26,Bridge,1
io.questdb.WorkerPoolManager,5,2,Bridge,1
io.questdb.network.SuspendEvent,3,8,Template Method,1
io.questdb.network.AtomicSuspendEvent,1,4,Template Method,1
io.questdb.std.AbstractLowerCaseAsciiCharSequenceHashSet,7,10,Template Method,1
io.questdb.std.LowerCaseAsciiCharSequenceIntHashMap,3,6,Template Method,1
io.questdb.std.LowerCaseAsciiCharSequenceObjHashMap,2,8,Template Method,1
io.questdb.std.LowerCaseAsciiCharSequenceHashSet,1,3,Template Method,1
io.questdb.std.WeakObjectPoolBase,3,2,Template Method,1
io.questdb.std.LowerCaseCharSequenceIntHashMap,3,9,Template Method,1
io.questdb.std.AbstractIntHashSet,8,5,Template Method,1
io.questdb.std.IntObjHashMap,1,9,Template Method,1
io.questdb.std.CompactIntHashSet,1,8,Template Method,1
io.questdb.std.IntIntHashMap,2,5,Template Method,1
io.questdb.std.AbstractLowerCaseCharSequenceHashSet,7,9,Template Method,1
io.questdb.std.LowerCaseCharSequenceHashSet,1,6,Template Method,1
io.questdb.std.AbstractCharSequenceHashSet,7,9,Template Method,1
io.questdb.std.CompactCharSequenceHashSet,1,7,Template Method,1
io.questdb.std.AbstractLongHashSet,8,5,Template Method,1
io.questdb.std.LongObjHashMap,1,7,Template Method,1
io.questdb.std.LongHashSet,2,12,Template Method,1
io.questdb.std.LongLongHashMap,2,4,Template Method,1
io.questdb.std.CompactLongHashSet,1,7,Template Method,1
io.questdb.std.LongIntHashMap,2,5,Template Method,1
io.questdb.std.datetime.AbstractTimeZoneRules,13,0,Template Method,1
io.questdb.std.datetime.microtime.TimeZoneRulesMicros,0,0,Template Method,1
io.questdb.std.datetime.millitime.TimeZoneRulesMillis,0,1,Template Method,1
io.questdb.cutlass.text.GenericTextLexer,1,1,Template Method,1
io.questdb.cutlass.text.CsvTextLexer,0,0,Template Method,1
io.questdb.griffin.engine.groupby.vect.GroupByJob,0,0,Template Method,1
io.questdb.cairo.O3CallbackJob,0,1,Template Method,1
io.questdb.cairo.ColumnIndexerJob,0,0,Template Method,1
io.questdb.cutlass.text.CopyJob,9,2,Template Method,1
io.questdb.griffin.engine.table.LatestByAllIndexedJob,0,0,Template Method,1
io.questdb.mp.SynchronizedJob,2,0,Template Method,1
io.questdb.cairo.pool.MetadataPool,1,0,Template Method,1
io.questdb.griffin.engine.groupby.AbstractSampleByRecordCursorFactory,2,3,Template Method,1
io.questdb.griffin.engine.groupby.SampleByFillNoneRecordCursorFactory,1,3,Template Method,1
io.questdb.griffin.engine.groupby.AbstractSampleByFillRecordCursorFactory,3,1,Template Method,1
io.questdb.griffin.engine.groupby.AbstractSampleByNotKeyedRecordCursorFactory,0,1,Template Method,1
io.questdb.griffin.engine.table.AbstractDescendingRecordListCursor,5,5,Template Method,1
io.questdb.griffin.engine.table.LatestByValuesRecordCursor,5,2,Template Method,1
io.questdb.griffin.engine.functions.regex.ILikeStrFunctionFactory,0,1,Template Method,1
io.questdb.griffin.engine.functions.regex.LikeStrFunctionFactory,0,1,Template Method,1
io.questdb.griffin.model.AnalyticColumn,4,5,Proxy,1
io.questdb.cutlass.http.processors.TextImportProcessorState,14,2,Proxy,1
io.questdb.cairo.pool.WriterSource,0,2,Proxy,1
io.questdb.griffin.engine.groupby.DistinctKeyRecordCursorFactory,2,3,Proxy,1
io.questdb.griffin.engine.functions.constants.Long256Constant,1,5,Proxy,1
io.questdb.std.Long256,1,4,Proxy,1
io.questdb.cairo.TableDescriptor,0,4,Proxy,1
